event_id,operator,operator_normalized,sub_brand,venue_id,institution,venue_name_as_written,event_type,event_date,date_precision,first_outsourcing,contract_value_usd,contract_length_years,losing_bidders,source_publication,source_date,source_title,source_file,extraction_confidence,needs_review,notes,extras
ev_874a10d680f7405a,TRICOR,TRICOR,,,Tennessee Department of Correction,Tennessee Department of Correction,lost,2016-10-01,exact,,,,,"|The Tennessean; Nashville, Tenn. |",2016-08-08,"Tennessee picks Aramark, another prison food provider with troubled past",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.7,True,"No matching venue_id — state prison system, not a stadium/arena. TRICOR is a state rehabilitation agency, not a standard food-service operator. The article says the food service contract with TRICOR 'will come to an end' and Aramark replaces them. Contract not yet finalized at article date.",
ev_2bc9eb9a44038b70,Aramark,Aramark,,,Michigan Department of Corrections,Michigan Department of Corrections,lost,2015-01-01,year,,145000000,3,,"|The Tennessean; Nashville, Tenn. |",2016-08-08,"Tennessee picks Aramark, another prison food provider with troubled past",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.75,True,"No matching venue_id — Michigan prison system, not a stadium/arena. Article says 'In 2015, the state of Michigan and Aramark agreed to end their $145 million, three-year contract 18 months early.' Reported via Detroit Free Press. The contract ended by mutual agreement.","{""ended_early"": true, ""early_termination_detail"": ""ended 18 months early""}"
ev_8745d01a1fc37af0,Aramark,Aramark,,,Tennessee Department of Correction,Tennessee Department of Correction,won,2016-10-01,exact,,,,,"|News Sentinel; Knoxville, Tenn. |",2016-08-05,State hires Aramark to feed prisoners: Move comes after Tennessee dumps TRICOR,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.55,True,"Article says 'the department plans to award' and 'expected start date' of Oct 1 2016 — contract not yet finalized at publication. However, headline says 'State hires Aramark'. The contract is described as planned/expected, not yet signed. Venue is a prison system, not a stadium/arena/convention center — may be out of scope. No matching venue_id.","{""incumbent"": ""TRICOR (Tennessee Rehabilitative Initiative in Correction)""}"
ev_8919c20ab2a949d0,Aramark,Aramark,,,Michigan Department of Corrections,Michigan Department of Corrections,lost,2015-01-01,year,,145000000,3,,"|News Sentinel; Knoxville, Tenn. |",2016-08-05,State hires Aramark to feed prisoners: Move comes after Tennessee dumps TRICOR,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.5,True,"Article reports Michigan and Aramark 'agreed to end their $145 million, three-year contract 18 months early' in 2015. This is a prison system, not a stadium/arena/convention center — likely out of scope. No matching venue_id. Date is approximate (article says 'in 2015'). Reported secondhand via Detroit Free Press.","{""ended_early"": true, ""ended_early_detail"": ""18 months early on a 3-year contract""}"
ev_3eccefa12c893476,Harry M. Stevens,Harry M. Stevens,,wd-Q1545870,,Veterans Stadium,won,1997-01-01,approx,,,13,,|TCA Regional News; Chicago |,2016-07-30,"In Philly, from cleaning lady to CEO, a rags-to-riches story",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.45,True,"The article describes Harry M. Stevens landing a contract at Veterans Stadium (Philadelphia) and subcontracting cleaning to Team Clean. The interviewee says 'maybe about 19 years ago' from 2016, placing it around 1997. However, this is a cleaning/janitorial subcontract, not a food-service concessions contract per se. Harry M. Stevens is described as the prime contractor who 'landed a contract' at the stadium and needed a minority subcontractor for cleaning. The article says Harry M. Stevens 'was bought by Aramark' but does not specify when — per rules, we keep it as Harry M. Stevens. The venue is Philadelphia's Veterans Stadium (now demolished), matching wd-Q1545870 despite plausible_at_article_date=False, since the stadium was demolished in 2004 and the contract was ~1997. Needs review: (1) this may be a cleaning contract rather than food-service, (2) date is approximate, (3) operator not on normalized list.","{""subcontractor"": ""Team Clean Inc."", ""subcontractor_role"": ""cleaning/janitorial"", ""minority_vendor"": true, ""nightly_staff"": 200}"
ev_7f45b1ee671f005a,ISS,ISS,,,Rio Tinto,Rio Tinto,lost,2016-01-01,year,,,,,|The Australian Financial Review; Melbourne |,2016-12-03,Top tips from Mickey Mouse make ISS all ears on quality: Services,articles/raw/usb1/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.45,True,"Article says ISS lost a 'big contract' with Rio Tinto in Australia in 2016. This is a mining/corporate services contract in Australia, not a US stadium. The candidate venue 'America First Field' (Rio Tinto Stadium) in Utah is a US soccer stadium and almost certainly not what is being discussed here. No venue_id matched. This is likely not a US venue contract at all.",
ev_6b08126afa853bbc,Sodexo,Sodexo,,,University of Nottingham,David Ross Sports Village,won,2016-11-01,month,,,10,,|Nottingham Evening Post; Nottingham (UK) |,2016-11-08,Sodexo contract creates 12 vacancies,articles/raw/usb1/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.85,True,"Venue is David Ross Sports Village at the University of Nottingham (UK), not a US venue. No candidate venue matches. Contract value is £5 million (GBP), not USD, so left null. Article says venue is 'set to open this month' (November 2016).","{""contract_value_gbp"": 5000000, ""named_concept"": ""The Clubhouse""}"
ev_2c9adfc73a07f5c3,Aramark,Aramark,,,University of Toronto,University of Toronto,lost,2016-01-01,month,,,,,|Maclean's; Toronto |,2016-11-07,A great campus food makeover,articles/raw/usb1/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.9,True,"No matching venue_id in candidates — University of Toronto St. George campus is in Toronto, Canada, not a US venue. Article states in January 2016 U of T announced it would not renew its contract with Aramark, which had operated for over 10 years. This is a Canadian university, not a US stadium/arena/convention center.","{""contract_duration_mentioned"": ""over 10 years""}"
ev_0d84f3aac24baa25,University of Toronto,University of Toronto,,,University of Toronto,University of Toronto,self_op,2016-01-01,month,,,,,|Maclean's; Toronto |,2016-11-07,A great campus food makeover,articles/raw/usb1/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.9,True,"No matching venue_id in candidates. U of T took food service in-house on St. George campus after not renewing Aramark contract. Announced January 2016. Canadian university, not a US venue. Article says Scarborough and Mississauga campuses stayed with third-party service.","{""daily_meals_retail"": 8000, ""daily_meals_residence"": 6000, ""students_served"": 85000, ""scope"": ""St. George campus only""}"
ev_7ed47775d4e71816,Sodexo,Sodexo,,,NUI Galway,An Bhialann,won,,approx,,,,,|The Daily Mirror; London (UK) |,2016-11-03,Sodexo secures EUR 2m NUI Galway contract: dublinchambernews [Eire Region],articles/raw/usb1/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.85,True,"No matching venue_id in candidate list. Venue is An Bhialann, a 720-seat restaurant on NUI Galway's campus in Ireland — not a US venue. Contract value stated as EUR 2 million per year (not converted to USD since it's in euros and annual, not total). Article says this is Sodexo's 'first Irish university catering contract'. Event date not explicitly stated; article published 2016-11-03.","{""contract_value_eur_annual"": 2000000, ""currency"": ""EUR"", ""menu_consultant"": ""JP McMahon"", ""staff_count"": 40, ""student_count"": 17000, ""first_irish_university_contract"": true}"
ev_110022717d7259bb,Aramark,Aramark,,wd-Q603034,Drexel University,Drexel University,won,2016-12-11,exact,,,,,"|Philadelphia Inquirer; Philadelphia, Pa. |",2016-11-01,BriefCase,articles/raw/usb1/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.95,False,Article states Drexel selected Aramark as new dining-services provider effective Dec. 11. President John A. Fry announced Monday.,
ev_f6b5a2138034d929,SodexoMagic,Sodexo,sodexomagic,wd-Q603034,Drexel University,Drexel University,lost,2016-12-11,exact,,,,,"|Philadelphia Inquirer; Philadelphia, Pa. |",2016-11-01,BriefCase,articles/raw/usb1/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.93,False,"SodexoMagic LLC, described as a joint venture of Magic Johnson Enterprises and Sodexo, was terminated by Drexel in September 2016. Filed federal lawsuit alleging Drexel misrepresented expected student body growth.","{""termination_letter_date"": ""September 2016"", ""lawsuit_filed"": true}"
ev_d9fc15e40b846eb8,Aramark,Aramark,,,Temple University,Temple University,won,,approx,,,,,"|Philadelphia Inquirer; Philadelphia, Pa. |",2016-11-01,BriefCase,articles/raw/usb1/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.75,True,Article says Aramark 'recently won a contract to replace Sodexo at Temple University.' No venue_id match among candidates. Date unknown beyond 'recently' relative to Nov 2016.,"{""named_incumbent"": ""Sodexo""}"
ev_a5eefc7e95315fce,Sodexo,Sodexo,,,Temple University,Temple University,lost,,approx,,,,,"|Philadelphia Inquirer; Philadelphia, Pa. |",2016-11-01,BriefCase,articles/raw/usb1/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.75,True,Article states Aramark won contract to 'replace Sodexo' at Temple University. No venue_id match among candidates. Date unknown beyond 'recently' relative to Nov 2016.,
ev_c879640f6f86d456,Sodexo,Sodexo,,,University of Maine System,University of Maine System,won,2016-01-01,year,,,,,"|Portland Press Herald; Portland, Me. |",2016-10-23,Notes from the farm to table and sustainable world,articles/raw/usb1/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.85,True,"Article says 'Earlier this year, the University of Maine System awarded its new dining service contract to Sodexo.' No venue_id match — this is a university dining contract across multiple campuses, not a single venue. Date is 'earlier this year' (2016), precision set to year.","{""local_sourcing_commitment"": ""25 to 30 percent"", ""initiative_name"": ""The Maine Course by Sodexo""}"
ev_2965784eba04f957,Aramark,Aramark,,,University of Maine System,University of Maine System,lost,2016-01-01,year,,,,,"|Portland Press Herald; Portland, Me. |",2016-10-23,Notes from the farm to table and sustainable world,articles/raw/usb1/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.85,True,"Article states 'previously, Aramark held the contract' — lost to Sodexo earlier in 2016. No venue_id match; university dining contract across multiple campuses.",
ev_54bf40d031fa7244,SodexoMAGIC,Sodexo,SodexoMAGIC,wd-Q603034,Drexel University,Drexel University,won,2015-05-01,month,,,10,,|Food Management; Cleveland |,2016-10-20,SodexoMAGIC files fraud complaint against Drexel,articles/raw/usb1/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.9,False,"Contract signed May 2015 for 10 years. Required $24M investment in dining facilities including $9.3M upfront. Article also reports Drexel terminated the contract effective Dec. 10, 2016 (see separate expired event).","{""capital_investment_usd"": 24000000, ""upfront_payment_usd"": 9300000, ""predecessor_tenure_years"": 21}"
ev_9b69752e4110e409,SodexoMAGIC,Sodexo,SodexoMAGIC,wd-Q603034,Drexel University,Drexel University,expired,2016-12-10,exact,,,,,|Food Management; Cleveland |,2016-10-20,SodexoMAGIC files fraud complaint against Drexel,articles/raw/usb1/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.9,False,"Drexel issued a letter of termination in September 2016, effective Dec. 10, 2016. Contract terminated due to dispute over enrollment misrepresentation. No successor named at time of article.","{""termination_reason"": ""fraud dispute over enrollment figures""}"
ev_a37bafd56fdad641,SodexoMAGIC,Sodexo,SodexoMAGIC,wd-Q603034,Drexel University,Drexel,violation,2016-10-01,month,,,,,|Food Management; Cleveland |,2016-10-20,SodexoMAGIC files fraud complaint against Drexel,articles/raw/usb1/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.75,True,"SodexoMAGIC filed fraud complaint against Drexel (not the other way around). This is the operator alleging the client committed fraud, not a violation by the operator. Flagging for review as the violation event_type may not perfectly fit — the fraud complaint is by the operator against the university, not a regulatory violation attributed to the operator. Consider whether this event should be kept or dropped.",
ev_33650d0abe13f0c7,SodexoMagic,Sodexo,SodexoMagic,wd-Q603034,Drexel University,Drexel University,won,2015-05-01,month,,,10,,"|The Daily Record; Baltimore, Md. |",2016-10-10,Md. company alleges fraud by Drexel University,articles/raw/usb1/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.9,False,Article states the deal was signed in May 2015. Contract value described as 'worth millions of dollars' with 'multimillion-dollar investments' and 'tens of millions of dollars in commissions' but no specific figure given.,"{""commissions_to_university"": ""tens of millions of dollars"", ""capital_investment"": ""multimillion-dollar investments in renovations to Drexel facilities"", ""prior_relationship_years"": 21}"
ev_27cf5d4cc3acfdd0,SodexoMagic,Sodexo,SodexoMagic,wd-Q603034,Drexel University,Drexel University,lost,2016-09-01,month,,,,,"|The Daily Record; Baltimore, Md. |",2016-10-10,Md. company alleges fraud by Drexel University,articles/raw/usb1/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.85,True,"Article states 'Drexel terminated the contract last month' (article dated 2016-10-10, so September 2016). This is a termination by the university, not a normal contract switch — no successor is named. Classified as 'lost' since Drexel ended the contract. Exact date in September unknown.","{""termination_reason"": ""Drexel terminated the contract; SodexoMagic filed fraud lawsuit alleging misrepresentation of student enrollment growth""}"
ev_56c9d453881a20b6,Morrison Healthcare,Compass,Morrison Healthcare,,Mayo Clinic,Mayo Clinic,won,,approx,,,10,,"|Post - Bulletin; Rochester, Minn. |",2016-08-31,Mayo rejects SEIU proposal in labor dispute,articles/raw/usb1/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.75,True,"No venue_id match. Mayo plans to transition food service to Morrison Healthcare over 12-18 months as part of a 10-year contract. Article describes this as a plan/transition rather than a completed award, but Mayo has confirmed the deal and is already in bargaining sessions about the transition. Covers 20 facilities across the country including Rochester, Austin, Albert Lea, Owatonna, Mankato, Fairmont. Confidence lower because transition is described as planned/upcoming rather than fully executed.","{""facilities_count"": 20, ""transition_period_months"": ""12-18"", ""locations_mentioned"": [""Rochester"", ""Austin"", ""Albert Lea"", ""Owatonna"", ""Mankato"", ""Fairmont""], ""incumbent"": ""Sodexo"", ""union"": ""SEIU Healthcare Minnesota"", ""union_workers_affected"": 700, ""union_workers_rochester"": 350}"
ev_2b58fac4742e2720,Sodexo,Sodexo,,,Mayo Clinic,Mayo Clinic,lost,,approx,,,,,"|Post - Bulletin; Rochester, Minn. |",2016-08-31,Mayo rejects SEIU proposal in labor dispute,articles/raw/usb1/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.72,True,No venue_id match. Sodexo is the incumbent being replaced by Morrison Healthcare at Mayo Clinic's 20 facilities. The transition is described as planned over the next 12-18 months. Confidence lower because transition is not yet completed but Mayo has confirmed the decision and is actively negotiating the changeover.,
ev_794d41d516f56041,Morrison Healthcare,Compass,Morrison Healthcare,,Mayo Clinic,Mayo Clinic,won,,approx,,,10,,"|Post - Bulletin; Rochester, Minn. |",2016-08-31,Mayo rejects SEIU compromise in labor dispute,articles/raw/usb1/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.72,True,"No candidate venue matched. Article says Mayo 'plans to transition its food service to Morrison Healthcare during the next 12 to 18 months' as part of a 10-year contract across 20 facilities. The transition is described as a decided plan (Mayo rejected union compromise and confirmed the plan), but the exact start date is unclear — 12-18 months from Aug 2016. This is a multi-facility contract (20 sites including Rochester, Austin, Albert Lea, Owatonna, Mankato, Fairmont). Confidence reduced because transition is still in progress/upcoming, though it appears to be a decided contract, not a mere proposal.","{""facilities_count"": 20, ""transition_timeline"": ""12 to 18 months from Aug 2016"", ""locations_mentioned"": [""Rochester"", ""Austin"", ""Albert Lea"", ""Owatonna"", ""Mankato"", ""Fairmont""], ""incumbent"": ""Sodexo""}"
ev_338471573249b08c,Sodexo,Sodexo,,,Mayo Clinic,Mayo Clinic,lost,,approx,,,,,"|Post - Bulletin; Rochester, Minn. |",2016-08-31,Mayo rejects SEIU compromise in labor dispute,articles/raw/usb1/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.72,True,No candidate venue matched. Sodexo is named as the incumbent whose workers are being transitioned to Morrison Healthcare. The transition is planned over 12-18 months from Aug 2016. Multi-facility contract across 20 sites. Sodexo not explicitly named as losing the contract but the article clearly states workers will 'move from Sodexo to Morrison Healthcare.',"{""incumbent"": ""Sodexo"", ""successor"": ""Morrison Healthcare""}"
ev_9bca26df1c10411c,Sodexo,Sodexo,,,NCH Healthcare System,NCH Healthcare System,won,2012-01-01,year,True,,,,"|The News Press; Fort Myers, Fla. |",2016-08-27,NCH Healthcare hospital system of Collier County set to outsource 45 jobs,articles/raw/usb1/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.8,True,"No candidate venue matches NCH Healthcare System (two hospitals with 716 combined beds in Collier County, FL). The article states the 2012 outsourcing of food service and housekeeping (224 employees) to Sodexo was the hospital system's 'last significant round of job cuts and outsourcing', implying food service was previously in-house. Year is approximate — article says '2012' without a specific month. first_outsourcing set to true because the article describes this as the first outsourcing of food service.","{""departments_outsourced"": [""food service"", ""housekeeping""], ""employees_affected"": 224, ""incumbent"": ""self-operated""}"
ev_dd4b22dc7230a57a,Morrison Healthcare,Compass,Morrison Healthcare,,Mayo Clinic,Mayo Clinic,won,,approx,,,,,"|Post - Bulletin; Rochester, Minn. |",2016-08-20,Union: Mayo outsourcing will cost workers $4 million,articles/raw/usb1/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.75,True,"No venue_id match — Mayo Clinic is a healthcare system with 20 facilities, not a stadium/arena/convention center. Article says Mayo decided to switch from Sodexo to Morrison Healthcare across 20 facilities. The transition is announced but details for union employees are still being negotiated. Date of switch not specified; article references a June 30 announcement meeting. This is a healthcare food service contract, not a sports/entertainment venue.","{""facilities_affected"": ""20 facilities across the country including Rochester, Austin, Albert Lea, Owatonna, Mankato, Fairmont"", ""union"": ""Service Employees International Union Healthcare Minnesota"", ""estimated_annual_wage_loss"": 3200000, ""estimated_additional_insurance_cost"": 800000, ""affected_union_workers"": 350}"
ev_c2304a899c3b08f2,Sodexo,Sodexo,,,Mayo Clinic,Mayo Clinic,lost,,approx,,,,,"|Post - Bulletin; Rochester, Minn. |",2016-08-20,Union: Mayo outsourcing will cost workers $4 million,articles/raw/usb1/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.75,True,"No venue_id match — Mayo Clinic is a healthcare system, not a sports/entertainment venue. Article states Mayo decided to switch food vendors from Sodexo to Morrison Healthcare. Transition details for union workers still being negotiated. This may be outside scope (healthcare food service, not stadium/arena/convention center).",
ev_f3c41c9f6493897d,Sodexo,Sodexo,,wd-Q3305514,University of Illinois,Memorial Stadium,won,2015-01-01,year,,,,,"|News Gazette; Champaign, Ill. |",2016-08-07,Stadium tweaking its munchies menu,articles/raw/usb1/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.85,False,"Article published August 2016 says 'one year after the UI signed on with...Sodexo', placing the contract signing around 2015. Venue is Memorial Stadium in Champaign, IL (University of Illinois). Multiple Memorial Stadiums in candidate list; selected Champaign IL based on University of Illinois context.",
ev_17f190dcdbc956e6,Sodexo,Sodexo,,,St. Cloud State University,St. Cloud State University's Garvey Commons,lost,2016-07-01,exact,,,,,"|St. Cloud Times; St. Cloud, Minn. |",2016-07-31,Building community,articles/raw/usb1/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.85,True,No candidate venue matches St. Cloud State University / Garvey Commons. Article states 'the St. Cloud State vendor contract with Sodexo...was not renewed effective July 1.' Sodexo lost the contract to Chartwells.,"{""named_successor"": ""Chartwells""}"
ev_4c95d6079be2a7e1,Chartwells,Compass,Chartwells,,St. Cloud State University,St. Cloud State University's Garvey Commons,won,2016-07-01,exact,,,,,"|St. Cloud Times; St. Cloud, Minn. |",2016-07-31,Building community,articles/raw/usb1/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.85,True,No candidate venue matches St. Cloud State University / Garvey Commons. Article states Chartwells is the 'new St. Cloud State vendor' replacing Sodexo effective July 1.,"{""named_incumbent"": ""Sodexo"", ""donation_to_yes_network"": 10000}"
ev_26ec472cd908b475,Trinity Services Group,Trinity Services Group,,,Michigan Department of Corrections,Michigan's prison,violation,,approx,,158800000,3,,"|Lansing State Journal (1980-); Lansing, Michigan |",2017-01-21,Prison food contractor hit with $2M in penalties,articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"No candidate venue matches Michigan state prisons. Penalties totaling $2M+ for inadequate staffing, unauthorized meal substitutions, delays serving meals, sanitation violations since ~December 2015. Trinity started providing meals September 2015 on a 3-year $158.8M contract. This is a statewide prison food service contract, not a single venue.","{""penalty_total_usd"": 2000000, ""penalty_staffing_usd"": 356000, ""penalty_meal_substitutions_usd"": 905750, ""penalty_meal_delays_usd"": 357000, ""penalty_sanitation_usd"": 294500, ""stop_orders_issued"": 114, ""contract_start"": ""2015-09"", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/january-21-2017-page-3a/docview/2191703694/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 95.0}"
ev_b38f5fae6dcbe24f,Aramark Correctional Services,Aramark Correctional Services,,,Michigan Department of Corrections,Michigan's prison,lost,2015-09-01,month,,,,,"|Lansing State Journal (1980-); Lansing, Michigan |",2017-01-21,Prison food contractor hit with $2M in penalties,articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"No candidate venue matches Michigan state prisons. Article states 'the state ended a contract early to replace its first prison food contractor, Philadelphia-based Aramark Correctional Services.' Trinity started September 2015, so Aramark's contract ended around that time. Statewide prison food service contract.","{""stop_orders_at_comparable_point"": 159, ""contract_ended_early"": true, ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/january-21-2017-page-3a/docview/2191703694/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 95.0}"
ev_241afad96bdaedbb,Trinity Services Group,Trinity Services Group,,,Michigan Department of Corrections,Michigan's prison,won,2015-09-01,month,,158800000,3,,"|Lansing State Journal (1980-); Lansing, Michigan |",2017-01-21,Prison food contractor hit with $2M in penalties,articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"No candidate venue matches Michigan state prisons. Trinity started providing meals in September 2015 on a three-year $158.8M contract, replacing Aramark Correctional Services. Statewide prison food service contract, not a stadium/arena/convention center.","{""contract_start"": ""2015-09"", ""headquarters"": ""Florida"", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/january-21-2017-page-3a/docview/2191703694/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 95.0}"
ev_87fdec05e74e1af7,Aramark,Aramark,,,,Huron Lodge,won,,approx,True,1200000,,,"|Windsor Star (1959-); Windsor, Ontario |",2017-01-18,"January 18, 2017, Page A5",articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"Huron Lodge is a long-term care home in Windsor, Ontario, Canada — not a US stadium, arena, or convention center. No candidate venue matches. Council voted 6-5 to outsource janitorial/caretaker positions to Aramark at $1.2 million/year. Article says formal agreement not yet finalized ('We have to work out a formal agreement with them first') but council vote has been taken. The $1.2M figure is annual, not total. Article states this is the first phase of outsourcing city janitors, and first outsourcing for Huron Lodge.","{""annual_value_usd"": 1200000, ""annual_savings_usd"": 605000, ""facility_type"": ""long-term care home"", ""country"": ""Canada"", ""city"": ""Windsor, Ontario"", ""council_vote"": ""6-5"", ""incumbent"": ""CUPE Local 543 city employees"", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/january-18-2017-page-a5/docview/2064543518/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 89.1}"
ev_1d9ef998874af608,Spectra,Spectra,Spectra Food Services,,,MPEC,won,2016-10-01,approx,,,,,"|Times Record News (1987-); Wichita Falls, Texas |",2016-12-28,December 28 2016 page 4 30,articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.75,True,"Article states 'Spectra is now the exclusive caterer for the facility's events' at the MPEC (Wichita Falls Multi-Purpose Events Center). The MPEC includes Kay Yeager Coliseum and Ray Clymer Exhibit Hall but the contract appears to cover the full MPEC complex, not just the coliseum. No exact venue_id match for MPEC as a whole; Kay Yeager Coliseum (wd-Q6380314) is part of the MPEC but the contract covers the broader facility. Executive chef arrived in October 2016, suggesting the food service transition happened around then. The article describes Spectra by Comcast Spectacor as managing the facility and now handling food service.","{""executive_chef"": ""Tom Agius"", ""facility_components"": [""Kay Yeager Coliseum"", ""Ray Clymer Exhibit Hall"", ""Memorial Auditorium""], ""managed_by"": ""Spectra by Comcast Spectacor"", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/december-28-2016-page-4-30/docview/2798625823/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 94.2}"
ev_59473e631b20be42,Aramark Correctional Services,Aramark Correctional Services,,,El Paso County,El Paso County jail,won,2016-11-22,approx,True,,3,"[""ABL Management Inc."", ""Trinity Services Group Inc.""]","|El Paso Times (1921-); El Paso, Texas |",2016-11-22,Page scan (offset 1090904),articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.8,True,"No candidate venue matches El Paso County jail. Article reports Commissioners Court approved outsourcing jail kitchen/food services to Aramark Correctional Services, with a final contract still to be presented for approval at a later date. The county previously self-operated the kitchen with 23 employees. Three-year contract is being looked into. County expected to save $971,000 in first year. Current annual cost is ~$3.6 million. Date is approximate—the Commissioners Court vote appears to have happened on or around the article date. Article says 'a final contract... will be presented to the Commissioners Court for approval at a later date', suggesting this is an approval to proceed but not yet a finalized contract.","{""facility_type"": ""county jail"", ""current_annual_cost"": 3600000, ""expected_first_year_savings"": 971000, ""employees_affected"": 23, ""employees_transferring"": 16, ""employees_retiring_and_transferring"": 5, ""employees_undecided"": 2, ""incumbent"": ""self-operated"", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/novembe"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 92.3}"
ev_92a4f6990b5e30cd,Aramark,Aramark,,wd-Q603034,Drexel University,Drexel,won,2016-12-01,month,,,,,|Philadelphia Inquirer (1969-); Philadelphia |,2016-11-16,Page scan (offset 1125959),articles/raw/usb-sept-2026/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.7,True,"Article says Aramark is 'slated to become Drexel's new food-service provider next month' (i.e., December 2016). The phrasing 'slated to' suggests this is decided but not yet in effect. Marking for review because it could be interpreted as still pending. The venue is Drexel University as a whole, not a specific stadium/arena.","{""citation"": {""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 94.0}"
